username,email,password,pin,phone,dob,nationality,pan,city,pincode,User_ID,Account_Age_Days,Location,Device_Type,Payment_Method,Transaction_Amount,Transaction_Frequency,Obfuscation_Level,Synthetic_Identity,Fraudulent,IP_Address,Email_Domain,Time_Between_Txns,Avg_Txn_Amount,Transaction_Location,Account_Number,Bank_Name,IFSC_Code,Account_Status
vihaan16,umangsrinivasan@hotmail.com,Ct8^Xp@@w*,6326,7058808163,1966-06-03,Indian,JMWUR5352V,Ichalkaranji,842972,3c8c2316-a249-4037-8f68-ce5f3e100644,2904,India,Desktop,Debit Card,906.01,92,Medium,False,False,79.66.37.81,Mumbai,51.84,35.54,India,984599467186,CITI,CITI700255,Active
anikataneja,himmat67@yahoo.com,^BV3RgCD%B,9226,08171497779,2000-06-21,Indian,WSRRJ9679G,Anand,929848,817fb591-66c9-4132-bbfc-2d7924b4cfaa,3791,India,Mobile,Credit Card,571.29,57,Medium,False,False,176.240.126.63,Chennai,58.1,96.54,India,864358714677,CITI,CITI445095,Active
bhattacharyyaindrajit,qsoman@bath.net,l@H48DV&(t,8926,+911356739481,1963-08-03,Indian,AGZOS5355N,Hosur,779024,c8f4193e-4920-429d-a15f-9938d3512845,241,India,Mobile,Credit Card,905.96,70,Medium,False,False,196.197.59.185,Delhi,92.0,32.86,India,261135656523,KOTAK,KOTAK920529,Active
ckhurana,kimaya83@yahoo.com,!dx4F1Oz&@,3346,+910400168449,1977-12-18,Indian,MUWOH2722K,Faridabad,504523,fc834d13-4294-4006-9767-34d47cf25be4,279,India,Mobile,Debit Card,495.49,58,High,False,False,40.0.94.172,Chennai,42.93,54.1,India,804562684619,KOTAK,KOTAK545833,Active
badalgala,maneraghav@baral.biz,+v6ktmVjv6,2741,09067374414,1991-01-29,Indian,NKPYG8797E,Panchkula,864281,456a2009-c352-4b41-8316-957470b37f90,2012,India,Desktop,Credit Card,462.36,23,Low,False,False,69.164.218.175,India,22.09,23.61,India,681724741381,AXIS,AXIS419087,Active
godasumer,hayreadvik@yahoo.com,_3P!51JpAF,1238,06852660644,1993-10-07,Indian,OZAPI8368W,Jalna,696972,e52148c2-c64f-45f4-a794-c545dba01309,234,India,Mobile,Credit Card,653.89,79,Medium,False,False,97.11.83.120,Mumbai,60.28,56.49,India,816669081659,BOB,BOB192355,Active
ryan60,taran25@hotmail.com,qW*6DLxm*),4723,8564404531,1986-12-29,Indian,TOLYZ0542L,Meerut,209489,58207c23-25a3-4d99-9dfa-0deaa2c8ded4,3712,India,Tablet,Net Banking,159.9,71,Low,False,False,96.102.199.47,Mumbai,52.92,13.77,India,665167588836,BOB,BOB496218,Active
ahayer,saraganguly@yahoo.com,@3U$De1uIu,4438,08647128694,2006-09-16,Indian,PWHMS2822U,Purnia,468782,8c69c718-7fa4-44f1-9423-54ee7e6efcdd,3283,India,Mobile,Debit Card,268.32,14,High,False,False,109.124.208.213,Bangalore,35.91,12.9,India,146083546745,CITI,CITI691773,Active
nirvaanrana,mohanlalsha@gmail.com,o)x7oRiyvx,8328,9544417538,1967-01-19,Indian,DFIWL7017C,Dhanbad,342977,5076bce8-31d2-479a-b593-d8641207b50b,2080,India,Desktop,UPI,848.88,27,High,False,False,40.232.55.114,Mumbai,44.41,21.98,India,508856653541,KOTAK,KOTAK710866,Active
bandiishaan,ramanathantara@thaman-amble.biz,G5wGXGeM+n,7030,+915298337829,1975-06-13,Indian,GCHWY8331I,Sultan Pur Majra,625230,7c932931-4717-44c5-a352-cc01e2632e32,2512,India,Tablet,Debit Card,565.51,7,High,False,False,192.251.126.56,Kolkata,18.8,92.02,India,985619627192,CITI,CITI666631,Active
majumdarnehmat,nakul17@gmail.com,WU8fM^bbf!,6583,08854809268,1968-01-17,Indian,EYWDE4538B,Dehri,325152,c940c9c5-aefa-4467-8082-a0f161e7ce2f,3004,India,Tablet,UPI,454.66,41,Low,False,False,118.69.125.36,India,38.75,15.89,India,303031037474,KOTAK,KOTAK665364,Active
dlad,nmand@yahoo.com,#qd6YUtmkV,7105,+915464882662,1958-05-29,Indian,HJWBL5170C,Raiganj,763238,f4d5d371-0aa0-4858-965f-e7a296e8c215,1337,India,Desktop,Net Banking,122.34,8,Medium,False,False,93.34.203.172,Kolkata,15.16,72.8,India,415919409971,AXIS,AXIS401049,Active
qdyal,anahi22@gmail.com,$D6K6bWoI$,4492,0191988900,1964-05-12,Indian,VRWEE0426J,Dehri,268193,9095e12d-7f1f-46e6-bd2c-e46fd445b545,1674,India,Tablet,Credit Card,345.85,97,Low,False,False,106.37.180.87,Bangalore,22.4,86.6,India,954065154332,HSBC,HSBC866394,Active
ramanathanaarna,gsrinivasan@gmail.com,q*7aTrgsmt,7883,00148807978,1973-04-18,Indian,QGBYK5988E,Dibrugarh,190140,d7137876-183f-4e79-b3c2-63a336b9d31f,2623,India,Desktop,UPI,913.7,44,Medium,False,False,117.177.138.150,Bangalore,78.83,10.43,India,100377243483,PNB,PNB297536,Active
charvicomar,zmadan@salvi.biz,51TB6zsh%s,6151,0542580131,1962-03-28,Indian,XGELJ2948H,Buxar,558001,475a0b7a-6319-4976-8864-9007efd544f0,2774,India,Desktop,Debit Card,295.33,99,Low,False,False,167.61.17.129,Kolkata,62.81,93.74,India,202156201594,SBI,SBI861763,Active
ishita07,ranasara@gmail.com,*7Fa$R)o6L,5722,4614743362,1976-06-12,Indian,SJJKC0918S,Madhyamgram,869829,3dd1e21b-0392-4d0e-bdff-c58d8c86fba5,4720,India,Tablet,Net Banking,202.56,59,Medium,True,False,172.163.20.163,Chennai,34.9,34.75,India,336569232464,HSBC,HSBC388282,Suspended
dhanush44,chaudharykrish@hotmail.com,*fF*Asz0Z2,3838,9691736294,2003-03-19,Indian,GGWUB9650O,Bhalswa Jahangir Pur,391752,da9e192b-0ab9-466c-98d3-26605b765db7,956,India,Desktop,Credit Card,547.29,87,Medium,False,False,132.211.202.116,Mumbai,69.04,39.3,India,790441452909,KOTAK,KOTAK360780,Active
viswanathanmyra,manjari18@hotmail.com,4!Ch4_Kw$t,5084,01050836337,1982-10-04,Indian,KBOVM2005T,Narasaraopet,178745,68ec671f-2348-4ff3-88e6-f2fb8b3751dc,3557,India,Tablet,Net Banking,364.04,82,Low,False,True,123.239.43.107,Bangalore,31.92,88.57,India,771223798655,HDFC,HDFC872244,Active
gdora,ukohli@hotmail.com,nEJDJuvI%9,3153,+915958593962,1997-03-25,Indian,XHXKL0028O,Raipur,330082,75e50b20-2dcd-4bcd-ab8f-f59ba2111caa,3728,India,Mobile,Net Banking,254.23,80,Low,False,False,212.230.228.17,Chennai,37.24,40.57,India,503863511041,HDFC,HDFC384723,Active
sagaraarav,dsura@hotmail.com,c8Ikc(or**,2980,+918473221812,1964-06-25,Indian,THYLW7102I,Pimpri-Chinchwad,475884,eef489a3-b9a6-4ee4-b645-509313974117,1547,India,Desktop,UPI,952.86,19,Medium,False,False,123.144.204.247,Kolkata,67.88,54.34,India,140198974723,CITI,CITI618657,Suspended
dbasu,samaira61@chanda.biz,7@I07OTjss,4936,+913150205849,1993-12-02,Indian,FXJPE9780N,Muzaffarpur,734706,10f96864-2b32-47e0-b7b8-b808cc46b833,4950,India,Desktop,Net Banking,632.56,50,Low,False,False,148.140.128.97,Chennai,82.28,21.44,India,808000662519,AXIS,AXIS681344,Inactive
aarush39,tanya25@hotmail.com,ao6aVDak$@,8420,+919538443673,1965-01-30,Indian,FWXFH0555P,Noida,694454,133529a9-b286-4814-b89f-60014175184d,3672,India,Tablet,Credit Card,805.48,2,High,False,False,75.185.55.228,India,58.31,93.39,India,127620859091,CITI,CITI581533,Active
hvarma,anikakalla@kohli-kara.com,+_F6Bqx^$@,3029,5937514633,1960-04-16,Indian,HXVLA0306T,Chapra,659526,e86a8a09-f5e4-4dfe-813b-202e934f681c,1756,India,Mobile,Net Banking,990.97,1,Medium,False,False,8.140.48.204,Mumbai,31.93,73.23,India,851878975794,SBI,SBI332588,Active
balaromil,plal@gmail.com,lJo6MTy0##,5610,8836446698,1973-06-07,Indian,HCSAE4446G,Jamnagar,520844,9e5fd155-5a75-4c73-8fef-fa67e730da15,3072,India,Desktop,UPI,791.52,38,Medium,False,False,199.210.11.118,Mumbai,41.39,29.67,India,564772772465,PNB,PNB793793,Inactive
myrabalay,iraju@yahoo.com,%K6H%G&kL9,5468,7829657573,1971-07-09,Indian,CLRNV3706P,Ambarnath,814278,166cde68-3b30-48b5-8bb8-1d430b0c8834,2268,India,Mobile,UPI,822.87,79,Medium,False,False,133.45.75.38,Delhi,55.27,32.24,India,771729957872,ICICI,ICICI697064,Suspended
kshere,siyabuch@gmail.com,(01PKScjpN,8976,7314952830,1957-07-13,Indian,GILPL4257N,Nadiad,424168,791f7ae0-8a46-408d-8fef-26d7f2f4b9fb,945,India,Desktop,Debit Card,336.8,43,Medium,False,False,172.194.162.61,Kolkata,41.63,32.13,India,331541196851,ICICI,ICICI189508,Active
raunaksant,suhanajayaraman@zacharia.com,rSC5NRPa!),9048,02601546871,1977-01-03,Indian,MHHXG4535E,Kolkata,299085,4f44e36c-6307-44e9-855d-b9632cee8f28,450,India,Desktop,Net Banking,650.46,32,High,True,False,203.69.97.231,Delhi,86.28,11.23,India,383039378835,HDFC,HDFC399785,Active
dhruvcomar,chirag81@jani.net,GE5HgFmz#m,1601,2698996643,1986-08-15,Indian,FPAHS2585P,Gulbarga,787521,baa94e51-087f-4ca0-b33e-7a75b56a7e24,133,India,Desktop,Net Banking,735.22,3,Low,False,False,111.73.117.238,Mumbai,12.52,93.76,India,398638136754,SBI,SBI840588,Active
ehsaan01,vgarde@mahal.biz,)Bh8JSNg#0,7202,09571913302,1990-11-16,Indian,NLGNO0307K,Yamunanagar,872257,4faa1298-c6b2-4630-8617-1a51f4b1644c,2369,India,Mobile,Credit Card,603.56,61,High,False,False,3.54.181.67,Delhi,76.24,66.06,India,553383077256,PNB,PNB656542,Active
ilala,nbir@deshpande.com,A4LvDsdO)i,2329,1146808753,1983-08-27,Indian,SEOEO7743N,Hindupur,428913,8006fdc7-9f29-4ddc-a4fa-da97b5f9b93f,4982,India,Mobile,Net Banking,470.0,96,Low,False,False,129.149.178.189,India,91.89,15.53,India,583685448060,AXIS,AXIS957026,Active
ehsaanchand,bsalvi@ratta.com,(o%E2D!Uj0,1404,+915819420331,1974-08-16,Indian,HMQZZ2312D,Silchar,528740,79d6e869-e5b7-457a-a4e9-4c840f6382be,3534,India,Mobile,Debit Card,866.22,82,High,False,False,162.55.73.26,Bangalore,95.36,56.96,India,667309967295,BOB,BOB106955,Active
jiya49,ayeshagara@gmail.com,yyyVHW%I$1,3618,+913748548173,2006-04-14,Indian,ZZWNX3944T,Nagercoil,209394,0843f0ee-9e33-401d-93fb-fbf796f9dd96,2551,India,Tablet,UPI,230.6,11,High,False,False,197.80.135.32,Bangalore,73.28,41.6,India,281525064205,KOTAK,KOTAK718491,Active
fsehgal,rania61@loyal.com,W2MlAys0+E,9493,+916341937695,1995-08-11,Indian,KWRZY0134C,Farrukhabad,353976,a0dd71bc-fcfc-4f33-8e73-e55a9e87f559,2910,India,Desktop,Net Banking,229.79,23,High,False,False,151.4.205.180,Delhi,64.99,50.0,India,229435163137,ICICI,ICICI205251,Active
tcheema,ritviksabharwal@kapoor.com,MLP_ooM5#4,8046,04936901107,1978-10-18,Indian,MSLNQ5229V,Jamalpur,355697,ce0b2220-d45b-45b5-a25c-0822be65782e,2886,India,Desktop,Credit Card,752.01,100,Medium,True,False,220.170.120.183,Bangalore,42.98,34.49,India,546244666182,KOTAK,KOTAK447541,Active
nbhardwaj,madhavseth@yahoo.com,#13Up_h3DO,6910,04565057522,1982-08-18,Indian,ATYDJ1110U,Jalgaon,186888,a95bb2a2-136f-4314-92a7-3862f11d56a5,765,India,Desktop,Net Banking,797.24,68,Low,False,False,26.104.251.181,India,45.25,21.07,India,779608143352,AXIS,AXIS396201,Active
gatik00,sridharmiraya@vohra.org,#e5SNieJw4,7027,06108754408,2006-03-03,Indian,NUEKT7768U,Guwahati,192748,8f24b375-6c69-4fd0-8448-65db91ce89b8,2474,India,Tablet,UPI,889.46,25,Medium,False,False,5.193.176.196,Delhi,51.01,28.52,India,510726209823,CITI,CITI701020,Active
manikyakrishnan,vsami@yahoo.com,!O@OFRxyC4,8270,+919995046709,1983-04-24,Indian,QFENX7551E,Farrukhabad,286907,d524cc84-06ed-470a-a439-4ae63bce02df,3388,India,Tablet,Debit Card,748.47,10,High,False,False,140.65.154.136,Bangalore,17.83,96.41,India,297780047036,ICICI,ICICI919940,Closed
mdhingra,ssidhu@yahoo.com,!1^Cc8bw3J,8231,04288556790,1967-06-26,Indian,YPLJT7282P,Jamalpur,472815,dc3863bc-efb3-4afc-ae93-268485d48d3a,4899,India,Mobile,Net Banking,581.42,1,Low,False,False,133.171.65.230,Kolkata,14.7,75.29,India,482082460560,PNB,PNB776362,Active
lmangat,urvimandal@hotmail.com,@AFSGHmr21,5237,2148413923,1987-01-04,Indian,GLRPM0886Q,Rohtak,725411,158302e9-9949-4ee6-94b2-d0494e674784,3226,India,Desktop,Net Banking,358.94,82,Medium,False,False,169.183.138.45,Delhi,37.36,12.51,India,480474345546,CITI,CITI126129,Active
tjhaveri,trishaapte@yahoo.com,%9^eFtCmGe,3183,+917051481188,1982-05-24,Indian,NMKBL5722B,Chandrapur,147001,b99e95c0-9622-4b20-a16e-2a715fb78bba,4728,India,Tablet,Credit Card,349.27,16,High,False,False,178.217.206.112,India,86.66,38.7,India,833347459909,BOB,BOB911055,Active
hunar11,nayantara75@srivastava.com,^&33Ul9p^K,7378,2876401020,1997-11-27,Indian,NLCXI6090O,Tadepalligudem,924970,764a1ad0-2b1c-4379-b48b-56bfe32e329c,1010,India,Tablet,Credit Card,250.16,58,Low,False,False,118.166.233.99,Mumbai,17.89,26.51,India,496208003477,HSBC,HSBC578688,Active
raniabrahmbhatt,buchritvik@bora.net,ZzN%5RXpVz,7881,7565856803,1956-09-14,Indian,NMZRJ5719K,Motihari,184098,c4705074-eea3-4684-9db5-04215a60b7b4,2851,India,Tablet,Net Banking,827.49,81,Low,False,False,200.115.98.168,India,75.93,68.74,India,636469560393,CITI,CITI618774,Active
sbarad,bedisaira@hotmail.com,+7RYLZbKna,8840,9576752179,1981-01-19,Indian,BZGPI7418C,Kolkata,439890,02734d0b-6e5c-4d2b-bd5d-24b8d868aed5,1527,India,Tablet,Net Banking,295.59,72,Medium,True,False,195.99.221.5,Kolkata,81.94,65.05,India,809433517403,SBI,SBI337508,Closed
indranilbawa,tejas20@yahoo.com,jZAmUTae+1,1491,2184976569,1999-04-29,Indian,JPDUT4872O,Alappuzha,784505,160c0d84-9bca-412e-a56a-bd028d8f17e3,423,India,Mobile,Credit Card,991.1,93,Medium,False,False,70.80.200.238,Delhi,47.06,96.95,India,246394190408,AXIS,AXIS135171,Active
reyansh89,zainakrishnamurthy@chauhan-bahri.com,_nS1Gb!nmv,6020,0957848319,1972-03-17,Indian,WQXTG3420Q,Bongaigaon,418782,81f61d24-fc0b-4d69-8668-8ba22f6adfca,1174,India,Desktop,Net Banking,141.23,9,Medium,False,False,195.254.40.194,Delhi,23.02,85.76,India,586112859378,HDFC,HDFC842828,Closed
qlal,kashvihalder@yahoo.com,(g5QF61uRo,2362,7773178036,1958-06-23,Indian,EOIXY5487C,Ongole,946570,885ce726-446f-4c90-af24-82d149cc7a8a,3781,India,Tablet,Net Banking,717.9,83,Low,False,False,121.151.35.217,Bangalore,10.74,12.4,India,428504171671,KOTAK,KOTAK653205,Active
hridaanjha,bwason@dutt.com,f+6aNDQs8&,2798,5131883817,1965-09-23,Indian,DWXRW4046H,Secunderabad,341091,7976e2e7-e44b-4360-85eb-820b67d588f5,1899,India,Tablet,Net Banking,632.39,79,High,False,False,189.172.247.253,India,25.39,21.2,India,271980053615,PNB,PNB852150,Active
daminichoudhary,nayantaramaster@gmail.com,@lQq%sjQ*1,9781,+913369037080,1954-05-16,Indian,SOZTJ1642F,Hosur,174198,3bc828a7-3f24-4848-8608-6da8efc81016,2295,India,Tablet,Debit Card,884.1,82,High,False,False,48.2.255.191,Mumbai,44.43,85.47,India,641099166054,SBI,SBI160065,Active
bsehgal,hrishita81@hotmail.com,fZ5N@Obx@S,5295,05392845942,1990-01-14,Indian,REPFF7014W,Vadodara,724455,196bbf3a-7cd0-4cc8-9da7-1ae3e328934c,4214,India,Mobile,Debit Card,530.42,49,Low,False,False,51.126.216.4,Chennai,12.81,86.11,India,998338607165,CITI,CITI380910,Active
chakrabortyaniruddh,ikota@dhaliwal.net,a3KS_Shk@%,9066,1141905380,1975-03-15,Indian,OCWEE4675N,Allahabad,556151,49842b75-9815-453e-9b9a-8b3985598940,4204,India,Mobile,Credit Card,617.87,85,Medium,False,False,203.42.138.233,Bangalore,35.14,76.6,India,384426091453,AXIS,AXIS964861,Active
mannatloyal,oorjajaggi@hotmail.com,K&v4HQudFD,8330,9671786723,1957-12-19,Indian,ZWKYI3611Y,Kanpur,502421,dfc2d047-9749-46ca-8af6-ad6e51900b57,295,India,Mobile,Credit Card,251.84,82,Medium,False,False,112.248.170.105,Mumbai,76.47,26.81,India,126814377024,HDFC,HDFC972673,Active
aarna10,dugarsiya@gmail.com,$3MWQZezBV,1346,3347000290,1974-08-17,Indian,NWOXM0150B,Patna,668679,22cb50ed-9536-4b6c-8ad8-3c40c236a065,1890,India,Mobile,Debit Card,404.23,8,Low,False,False,135.7.241.227,India,99.06,53.34,India,947972953147,KOTAK,KOTAK509387,Active
bumbamira,nirvibhalla@chawla-chaudhari.com,BH*t837dh_,2173,9524123865,1957-06-04,Indian,XGKCM1497E,Raichur,696436,d16c6f74-5d6f-475e-b8eb-fc8ac13a6bee,44,India,Desktop,Debit Card,760.15,84,Medium,False,False,217.108.220.130,Chennai,99.76,51.42,India,144229259521,AXIS,AXIS901350,Active
kapurrohan,nityadass@rajagopalan.com,h7PKjRPf^Z,1148,08939536119,1977-12-26,Indian,HOVPW7315S,Yamunanagar,230140,fdcd9c56-3ad8-438b-b9bd-181dfe677a41,1833,India,Mobile,UPI,241.84,77,High,False,False,51.216.126.8,India,10.23,76.31,India,806730706531,IDFC,IDFC725183,Inactive
aarav52,mahikagoda@gmail.com,iyyO4DsK_C,4781,3433719320,2002-06-11,Indian,RVQRJ8508P,Kumbakonam,244186,3b84a899-99e9-4fd0-b57f-e5e655645b14,315,India,Tablet,Net Banking,460.6,27,High,False,False,113.120.122.240,Chennai,70.2,25.64,India,802703977193,HSBC,HSBC998787,Active
tara43,hhari@yahoo.com,$8mz*LYW%l,6327,+914521341645,1971-10-02,Indian,HXVDZ4555B,Gurgaon,376660,a3afcca8-c2ac-4f12-a918-e1cd12a6a928,2870,India,Tablet,Net Banking,835.29,34,Low,False,False,32.55.39.94,Mumbai,28.82,70.54,India,309499892087,HDFC,HDFC507361,Active
alishaissac,okala@yahoo.com,%%s5Liu^so,5811,+910291956375,1989-04-13,Indian,KIOHV3076W,Nagpur,422037,592b7f73-274b-49a4-93fd-88b0f6bcdd77,3873,India,Desktop,Net Banking,612.07,81,High,False,False,95.172.224.207,Delhi,74.65,22.53,India,604206864681,CITI,CITI282811,Active
jiya92,senguptatara@gmail.com,9a@RZ+dD+3,9613,7694955869,1983-03-01,Indian,ODLNX1348Q,Tirunelveli,729415,f06c5139-a592-4214-9460-0b85a74b5fe1,2610,India,Tablet,UPI,298.34,53,High,False,False,221.77.222.183,Bangalore,25.09,89.98,India,674301869422,KOTAK,KOTAK780798,Active
kashvi88,dincharvi@khosla.com,$M98LJXg$R,7943,5710231906,2003-07-19,Indian,REIJQ8630S,Bathinda,259560,253445ab-874a-4c62-b9f0-acf8fb20cdb3,2618,India,Tablet,Net Banking,757.02,39,High,False,False,39.61.172.1,India,70.33,60.99,India,999169615740,KOTAK,KOTAK989313,Active
godasara,taimur21@yahoo.com,WT(R425jw!,2190,+919444727954,1994-05-23,Indian,FJWGR7423Q,Kota,113667,8c669dd7-70ba-4ca5-8d63-0ceec5d62488,1309,India,Tablet,Net Banking,751.59,63,Low,False,False,153.168.57.255,Mumbai,81.83,85.51,India,538408461127,SBI,SBI558336,Active
lmani,mehulkalita@hotmail.com,$LV2CV(u!y,6918,3222176464,1993-11-14,Indian,IKKAE1344J,Ozhukarai,339367,af68456f-b3f9-4c69-b747-adeecf1438cc,1140,India,Desktop,Debit Card,433.97,80,High,False,False,15.91.26.144,Delhi,15.68,11.51,India,320140011649,BOB,BOB893037,Active
bhaminidewan,charsaira@yahoo.com,FMyG5Fkz&&,8026,8557806689,1991-07-18,Indian,ZNCRN2856D,Kavali,899059,02488e45-9177-41dc-9961-78c17309a7b7,325,India,Desktop,Debit Card,425.83,13,Medium,False,False,203.21.25.245,Bangalore,71.48,73.45,India,513261379496,SBI,SBI372765,Active
stuvan50,jayanvohra@bava.com,GW5Y)rGqk!,3576,+916570461739,1984-01-09,Indian,FDHDD4451J,Kollam,627587,4f4bfa30-c460-42b6-a1b4-094d3e0320cf,775,India,Tablet,Credit Card,222.33,66,High,False,False,217.133.147.236,Chennai,15.0,19.66,India,799404731126,PNB,PNB407000,Active
chaudrynehmat,samaira92@hotmail.com,%U3MfGk%4l,7020,+914735952697,1983-07-02,Indian,ANJXG0722G,Deoghar,187455,b4cb2642-f290-4bb5-9856-f9224e24cf2b,3041,India,Tablet,Credit Card,713.95,54,Low,False,False,133.252.129.87,Delhi,10.14,56.23,India,463749377824,HDFC,HDFC298736,Active
devanshsidhu,sodhisana@yahoo.com,eK@3Bf6(Un,5231,00921396259,2002-06-27,Indian,HQTLW4815K,Nagpur,854765,a1d907ee-d2eb-4d4f-a483-f7dc9b650efb,3692,India,Desktop,Credit Card,512.62,8,Medium,False,False,171.143.73.105,Chennai,18.84,82.82,India,484043470180,IDFC,IDFC327516,Active
samarsharaf,suhana23@dube.org,G0V2R)qo*N,8440,07007692126,1979-12-09,Indian,AAEGA6212W,Rajahmundry,358930,10b1a3ad-ab67-495b-bb64-b9dcf845f9e9,1828,India,Desktop,Credit Card,358.51,70,Medium,False,False,74.173.255.40,Mumbai,23.16,87.51,India,327510193146,HSBC,HSBC612811,Inactive
uthkarsh13,trishabala@gmail.com,ZgfoE3QwX$,6244,+918402021971,1963-07-26,Indian,WPNAX5656Q,Guna,758772,52bb4128-e7a1-4ca0-a529-14d71a280311,944,India,Tablet,Debit Card,372.55,11,Low,False,False,125.220.208.63,India,17.67,82.03,India,203094504336,CITI,CITI214264,Active
dbedi,madhav35@sawhney.com,j1PFW#Oa%3,2365,9055673945,1957-08-31,Indian,IURGJ1781M,Pali,457949,fb17fb37-c332-479e-9e1f-7187276b1ad0,4609,India,Mobile,Net Banking,795.99,25,High,False,False,158.153.147.182,India,31.81,79.05,India,709227941214,AXIS,AXIS691779,Active
ssubramanian,kalaindranil@ramaswamy.org,Gu7dzQ0tl$,8135,+911810021609,1963-03-10,Indian,CHLCB0636X,Danapur,340338,3d75bab7-b82b-42c3-870c-b7836c71abe0,2005,India,Mobile,UPI,261.01,12,Medium,False,False,82.6.20.207,Delhi,66.14,76.05,India,241015007229,CITI,CITI205483,Active
khushilad,hiranagarwal@hotmail.com,EO*9QlltR%,1464,+919631065852,1980-06-23,Indian,QVEUH2762Z,Delhi,599786,5d577697-c79b-409e-93e4-8178bf187bb3,3459,India,Mobile,Debit Card,638.1,58,Low,False,False,153.213.246.131,Chennai,52.12,19.9,India,675522326085,AXIS,AXIS998003,Active
janipari,lakshay48@dua-raju.com,e+4ZlLMiHX,6493,04681179061,1989-09-26,Indian,REWRE5187Y,Ballia,174015,25f52c05-3daa-4a5f-910f-2f02f1235864,2811,India,Desktop,Net Banking,474.73,85,Medium,False,False,147.118.234.42,Mumbai,95.86,77.66,India,670740093275,KOTAK,KOTAK402874,Active
piyachaudhari,ngour@gmail.com,kRR+6*Yx5!,8389,6878397824,1985-02-11,Indian,QXNTK0813M,Vijayawada,283269,e3275c59-38e4-4d4a-9a1d-c75bf1e9f524,4344,India,Desktop,Debit Card,152.45,97,High,False,False,90.199.255.196,Kolkata,30.3,37.87,India,233109375217,KOTAK,KOTAK130786,Active
darshitsetty,bhagatvedika@dixit-saran.com,XVRS$Jfb%0,8289,06115913015,1974-04-04,Indian,WZZTH4513K,Motihari,889367,c6609418-a3b4-4c5a-8cb3-c628df580089,1151,India,Desktop,Net Banking,335.88,26,Low,False,False,96.197.232.213,Chennai,85.62,16.92,India,897550444153,HSBC,HSBC168825,Active
ivanabuch,ratihari@doctor.biz,&Jd8MtAqmN,1796,+917343497698,1976-03-03,Indian,BEIGM5635J,Bhind,457731,c6bfb1e4-b0a2-496c-b456-6f94a1c02190,4060,India,Mobile,Debit Card,710.58,91,Medium,False,False,19.243.22.160,India,53.52,83.36,India,318842873815,SBI,SBI607016,Active
fchahal,romil48@lala-bhat.com,)y7nH7xcj$,1465,03996412156,1965-11-24,Indian,ZJBTA0880A,Kulti,238217,8eaa3b96-f0d0-4c6a-824c-0528c69a669e,512,India,Desktop,Credit Card,485.2,52,High,False,False,99.208.83.222,India,94.63,26.78,India,484569262745,IDFC,IDFC577498,Active
faiyazdalal,tiya05@raj-saini.com,)qH0UOv&a*,4080,+919963947535,1975-02-07,Indian,RGBDI3167S,Mirzapur,681110,7d9814d6-08bf-4fa9-a78a-61103b7598c1,4050,India,Tablet,Credit Card,130.03,12,Low,False,False,60.241.54.22,Mumbai,56.81,97.41,India,725767520059,IDFC,IDFC605223,Active
atak,kanavaggarwal@yahoo.com,)7@tGOrn)J,5363,+917545591960,1976-01-26,Indian,HAKUQ9659J,Suryapet,908987,ce89b35b-94c2-4b2c-a354-2c1f6fa33dbe,2020,India,Desktop,Debit Card,670.3,91,High,False,False,51.40.159.46,Chennai,72.14,59.22,India,563749672556,HSBC,HSBC360500,Active
shaanrajan,thakkarnitya@setty.com,)P01NlH)7f,3341,3392014111,1956-01-15,Indian,FHGWQ7361O,Chittoor,578257,973d852c-fcf5-4394-b564-334af9806f84,1047,India,Tablet,Net Banking,334.85,55,High,False,False,17.26.109.157,Kolkata,91.29,43.92,India,706501162947,SBI,SBI456101,Active
pkanda,advika77@kashyap.com,5G#2iHHqV!,7404,+917940202832,1962-04-27,Indian,UWEQX6264U,Kumbakonam,595456,5d56b2d2-c80e-4c6a-b6ce-9b4140c68818,3696,India,Tablet,Credit Card,309.5,8,High,True,False,205.217.166.135,India,17.15,80.22,India,711897146337,CITI,CITI502083,Active
hsehgal,eramesh@kannan-balay.org,03Rfuqbr%8,5220,+918162787679,1970-11-08,Indian,VMFHB7037M,Madanapalle,869030,ff05a898-ffbd-4ada-b07a-5c32394d4874,4830,India,Tablet,Credit Card,983.19,71,Medium,False,False,125.71.231.238,India,57.46,60.09,India,637058311332,BOB,BOB345873,Active
kartiksanghvi,yuvraj-00@hotmail.com,)pbRDJ^*(7,5259,+919623220170,1963-12-15,Indian,TXFCS9915J,Bathinda,997976,eacd4208-4343-40b3-98a5-64ed415d5256,2493,India,Desktop,UPI,231.81,13,Low,False,False,218.114.200.58,Delhi,25.62,45.44,India,171556361357,KOTAK,KOTAK169793,Active
jkara,zswaminathan@hotmail.com,(3#FIOCn#P,6449,2296077659,1957-12-04,Indian,ANHZN8549P,Kadapa,104164,5cbdcaa0-56a8-4bfc-98d4-69fdd5374d5a,3203,India,Desktop,Net Banking,420.82,72,Low,False,False,23.3.209.182,Delhi,84.79,20.44,India,756295168403,CITI,CITI675393,Active
acharyagokul,drishyadhaliwal@gmail.com,9eYAJ+a)^m,1587,8399025950,1964-10-29,Indian,WZNEW1627B,Machilipatnam,593846,69225abb-10bb-40b1-a872-8901f4914aad,1276,India,Tablet,Debit Card,157.27,53,Medium,False,False,172.63.121.167,Mumbai,63.02,23.36,India,554844927501,CITI,CITI139702,Active
